Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.0,-1.3598071336738,-0.0727811733098497,2.53634673796914,1.37815522427443,-0.338320769942518,0.462387777762292,0.239598554061257,0.0986979012610507,0.363786969611213,0.0907941719789316,-0.551599533260813,-0.617800855762348,-0.991389847235408,-0.3111693536998789,1.46817697209427,-0.4704005252594779,0.207971241929242,0.0257905801985591,0.403992960255733,0.251412098239705,-0.018306777944153,0.277837575558899,-0.110473910188767,0.0669280749146731,0.128539358273528,-0.189114843888824,0.1335583767403869,-0.0210530534538215,149.62,0
12.0,1.10321543528383,-0.0402962145973447,1.2673320885949,1.28909146962552,-0.735997163604068,0.2880691629762619,-0.586056786337461,0.189379713679593,0.7823328917851908,-0.267975066537173,-0.450311279515466,0.936707714991982,0.708380406186981,-0.4686472877072209,0.354574063407955,-0.246634655717582,-0.0092123777270738,-0.5959124057008189,-0.57568162226261,-0.113910176982092,-0.0246120063374677,0.196001952806192,0.0138016541409422,0.103758331023198,0.364297540595235,-0.382260574113217,0.092809187460487,0.0370505169810008,12.99,0
22.0,-1.94652513121534,-0.0449005054418194,-0.405570068378956,-1.01305733702394,2.94196769950545,2.9550533967456203,-0.0630631473635638,0.855546309018146,0.0499669002270836,0.5737425080376949,-0.0812565147381817,-0.215745003282808,0.0441606277765361,0.0338977566837455,1.19071767502074,0.578843475256385,-0.975667025451307,0.0440628177757039,0.488602868957758,-0.216715254448926,-0.579525934402369,-0.799228952914653,0.8703002153047041,0.983421492506598,0.321201132609584,0.149649876930755,0.7075188364108421,0.014599751533029,0.89,0
23.0,1.17328461017079,0.353497876646456,0.28390506526532,1.1335633178795,-0.172577181842493,-0.916053706932115,0.36902484539083,-0.3272602421967669,-0.2466510278945599,-0.0461393022689538,-0.143418527309124,0.979350375717585,1.49228543545219,0.1014175259358809,0.76147754528118,-0.014584082470356,-0.511640116553888,-0.32505635460906,-0.390933797720026,0.0278779087328671,0.0670033044874043,0.227811927638182,-0.150487224821759,0.4350451033836899,0.7248245795772409,-0.337082059875827,0.0163683792669046,0.0300411908366385,41.88,0
32.0,-2.00887179458613,2.1985265031689902,0.144241739942708,1.15943226211997,-0.8151742878454159,0.182288271256805,-0.617108301549016,1.53081672758398,-0.5868322862548749,0.129875750830725,0.6584794483250339,1.26504921848771,-0.2065181664078,1.01360321158387,-0.549413509634851,-0.708034201312287,0.869643169489364,-0.0956595595028157,0.944395409086946,0.0287401249115119,0.0949173066809993,0.294982704383812,0.0110813838630497,0.0152493720986061,0.0342106363420669,-0.2361411015715469,0.128290672598229,0.117985989919298,2.35,0
56.0,0.0869961905163749,-0.0519887420255876,-0.497882441560081,-3.1519078565140997,2.5584003623555,2.7966709697825496,0.470283270790146,0.265332802943643,0.9195134601985758,-0.735585687981152,0.208724948743441,0.0171306492463427,-0.110866963820059,-0.0426768695073913,1.65414036352275,-0.3926480226071939,-0.875960217366143,0.1839461891870069,1.25938002787067,0.167231088284993,-0.2394255799034529,-0.437342143719405,0.0184257681232037,1.01303776342658,-0.2589265586259049,-0.293189252573023,-0.394955581242805,-0.435995593150792,10.84,0
73.0,0.925996612578014,-0.358098896126416,1.37672152778927,1.90076881354586,-1.05768986264753,0.30188517422757,-0.462266225882372,0.250424398574177,1.25395803626695,-0.436371429685131,-0.6812897098473051,0.9999800282959592,-0.653246385458728,-0.636389371548304,-1.70266661738213,-1.28035507381196,0.9876382757669828,-1.4788056817743898,-0.0436122676070622,-0.12411545542052,-0.347567012662916,-0.6768074519461881,0.1005682221755359,0.5959887125946429,0.3221220785345869,-0.547495004300199,0.0787861892718886,0.0438190744716924,70.6,0
76.0,-0.9971757591754108,0.2283653016759,1.71533993769907,-0.42006676656004,0.56083784473761,0.564725048029707,0.8460465503921201,0.197490821018941,-0.0972018796653061,-0.4393468264031479,1.30907077715745,0.859703136161211,-0.4763903079109379,-0.142352493671256,-0.974915531185412,-0.606945204714783,0.0053709711164228,-0.999965377075203,-0.77409641536118,0.2442894477855769,-0.0702407620402652,0.0154449531625397,0.0726510659990363,-0.272271751067005,-0.0876815148243494,0.138132122510945,0.125901816000378,-0.0630223201763689,86.43,0
77.0,-1.16572174717741,1.48533681091152,0.1564180749183819,0.924378329573438,0.131745604012462,0.996965255517746,-0.1671171134736969,1.26261679285317,-0.584844218410546,-0.5533657115223709,0.138042275336598,0.6907985480991171,-0.4205256623089389,0.9787697263644408,1.09781037092456,-1.91255128168605,1.780960921895,-2.12049826632031,-1.02345972946325,-0.3211142447186569,0.314751516753203,1.04664758730583,0.156403559970977,-0.62812335537201,-0.702366656172785,-0.224025083092139,0.145424640271798,0.116397681898719,11.83,0
118.0,1.4310534091187,-0.6481011413010219,-0.331663900979847,-1.20738260249738,-0.0127859430121093,0.704439953997981,-0.732125587979523,0.183138871604336,-0.878334384179481,0.7679064310933331,0.0574192744490524,-0.591459258951978,0.0045135382073197,0.0480512782477063,0.44239170146346,1.53111654186838,-0.325105203634955,-0.724348777941261,1.09984578404832,0.100777423742339,0.112748785409181,0.222295603641531,-0.244590547073966,-1.68815810712019,0.609778218339421,-0.0883659732751527,0.0104378007937454,-0.0144986111374894,20.0,0
